Datetime,Slots
2021-04-22 04:13:40,2
2021-04-22 06:31:40,3
2021-04-22 09:43:40,2
2021-04-22 12:37:40,1
2021-04-22 16:04:40,2
2021-04-22 19:22:40,1
2021-04-22 21:56:40,0
2021-04-22 22:57:40,1
2021-04-23 02:48:40,0
2021-04-23 07:10:40,1
2021-04-23 08:41:40,2
2021-04-23 10:59:40,3
2021-04-23 11:41:40,4
2021-04-23 14:17:40,3
2021-04-23 16:42:40,2
2021-04-23 17:43:40,1
2021-04-23 18:44:40,0
2021-04-23 18:50:40,1
2021-04-23 19:28:40,0
2021-04-23 19:36:40,1
2021-04-23 23:26:40,2
2021-04-24 00:38:40,3
2021-04-24 02:50:40,2
2021-04-24 06:31:40,3
2021-04-24 09:34:40,4
2021-04-24 11:22:40,5
2021-04-24 15:57:40,4
2021-04-24 18:06:40,3
2021-04-24 19:41:40,4
2021-04-24 23:06:40,3
2021-04-24 23:07:40,4
2021-04-25 02:42:40,5
2021-04-25 04:27:40,6
2021-04-25 06:07:40,5
2021-04-25 08:02:40,4
2021-04-25 12:07:40,5
2021-04-25 15:51:40,6
2021-04-25 17:54:40,5
2021-04-25 22:04:40,6
2021-04-25 22:20:40,5
2021-04-26 02:35:40,6
2021-04-26 03:50:40,5
2021-04-26 03:56:40,6
2021-04-26 04:04:40,5
2021-04-26 07:49:40,4
2021-04-26 08:25:40,5
2021-04-26 13:17:40,6
2021-04-26 14:40:40,5
2021-04-26 16:20:40,6
2021-04-26 18:35:40,5
2021-04-26 19:46:40,6
2021-04-26 23:50:40,5
2021-04-27 03:48:40,6
2021-04-27 06:42:40,5
2021-04-27 11:01:40,6
2021-04-27 12:46:40,5
2021-04-27 14:39:40,6
2021-04-27 19:34:40,5
2021-04-27 23:47:40,6
2021-04-28 00:07:40,5
2021-04-28 02:36:40,6
2021-04-28 05:03:40,5
2021-04-28 07:06:40,4
2021-04-28 09:07:40,5
2021-04-28 10:01:40,4
2021-04-28 10:20:40,5
2021-04-28 14:33:40,4
2021-04-28 14:50:40,3
2021-04-28 19:21:40,4
2021-04-29 00:07:40,3
2021-04-29 04:11:40,2
2021-04-29 07:10:40,1
2021-04-29 11:59:40,0
2021-04-29 16:44:40,1
2021-04-29 16:57:40,0
2021-04-29 17:03:40,1
2021-04-29 20:55:40,2
2021-04-30 01:11:40,3
2021-04-30 03:26:40,4
2021-04-30 07:05:40,5
2021-04-30 09:20:40,6
2021-04-30 12:42:40,5
2021-04-30 13:42:40,4
2021-04-30 16:55:40,3
2021-04-30 17:48:40,4
2021-04-30 20:52:40,5
2021-05-01 00:28:40,4
2021-05-01 03:42:40,5
2021-05-01 06:18:40,6
2021-05-01 10:10:40,5
2021-05-01 11:11:40,6
2021-05-01 14:02:40,5
2021-05-01 14:34:40,6
2021-05-01 15:11:40,5
2021-05-01 19:54:40,6
2021-05-01 23:15:40,5
2021-05-02 00:03:40,4
2021-05-02 04:31:40,3
2021-05-02 09:27:40,4
2021-05-02 12:30:40,5
2021-05-02 14:45:40,6
2021-05-02 15:16:40,5
2021-05-02 17:02:40,6
2021-05-02 18:36:40,5
2021-05-02 21:42:40,4
2021-05-02 23:16:40,3
2021-05-03 03:25:40,2
2021-05-03 08:11:40,1
2021-05-03 10:58:40,2
2021-05-03 15:34:40,3
2021-05-03 17:56:40,2
2021-05-03 20:37:40,3
2021-05-03 23:30:40,4
2021-05-04 03:08:40,3
2021-05-04 05:07:40,2
2021-05-04 08:08:40,1
2021-05-04 11:57:40,0
2021-05-04 15:56:40,1
2021-05-04 19:40:40,0
2021-05-04 21:46:40,1
2021-05-04 21:48:40,0
2021-05-04 23:05:40,1
2021-05-05 03:58:40,2
2021-05-05 04:06:40,3
2021-05-05 07:42:40,2
2021-05-05 08:06:40,1
2021-05-05 08:14:40,2
2021-05-05 12:39:40,1
2021-05-05 14:35:40,0
2021-05-05 16:09:40,1
2021-05-05 18:35:40,0
2021-05-05 21:18:40,1
2021-05-05 23:02:40,2
2021-05-06 00:13:40,1
2021-05-06 02:21:40,2
2021-05-06 02:29:40,3
2021-05-06 02:41:40,4
2021-05-06 02:52:40,5
2021-05-06 03:48:40,4
2021-05-06 07:46:40,3
2021-05-06 09:28:40,4
2021-05-06 11:51:40,5
2021-05-06 14:09:40,6
2021-05-06 18:06:40,5
2021-05-06 21:38:40,4
2021-05-07 01:01:40,5
2021-05-07 03:14:40,4
2021-05-07 07:32:40,3
2021-05-07 07:55:40,4
2021-05-07 12:40:40,3
2021-05-07 16:53:40,4
2021-05-07 19:08:40,3
2021-05-07 22:17:40,2
2021-05-08 00:15:40,3
2021-05-08 02:53:40,2
2021-05-08 03:47:40,3
2021-05-08 08:45:40,2
2021-05-08 09:01:40,3
2021-05-08 09:02:40,2
2021-05-08 12:16:40,1
2021-05-08 16:34:40,2
2021-05-08 18:39:40,3
2021-05-08 22:07:40,2
2021-05-09 00:11:40,3
2021-05-09 05:04:40,4
2021-05-09 05:29:40,5
2021-05-09 08:00:40,4
2021-05-09 12:57:40,5
2021-05-09 15:12:40,6
2021-05-09 17:34:40,5
2021-05-09 21:11:40,4
2021-05-09 23:56:40,5
2021-05-10 04:38:40,6
2021-05-10 07:38:40,5
2021-05-10 09:02:40,4
2021-05-10 12:06:40,3
2021-05-10 14:11:40,4
2021-05-10 18:33:40,5
2021-05-10 19:09:40,4
2021-05-10 23:14:40,5
2021-05-11 03:37:40,4
2021-05-11 07:12:40,3
2021-05-11 08:36:40,2
2021-05-11 09:05:40,3
2021-05-11 12:56:40,2
2021-05-11 14:58:40,3
2021-05-11 16:10:40,4
2021-05-11 16:59:40,5
2021-05-11 18:10:40,6
2021-05-11 20:25:40,5
2021-05-11 21:41:40,4
2021-05-12 00:13:40,3
2021-05-12 04:52:40,2
2021-05-12 04:56:40,1
2021-05-12 07:44:40,2
2021-05-12 10:07:40,1
2021-05-12 12:50:40,0
2021-05-12 16:25:40,1
2021-05-12 20:31:40,2
2021-05-12 21:52:40,3
2021-05-13 02:18:40,4
2021-05-13 05:34:40,3
2021-05-13 09:55:40,4
2021-05-13 12:34:40,3
2021-05-13 17:32:40,2
2021-05-13 17:51:40,3
2021-05-13 19:01:40,4
2021-05-13 20:15:40,5
2021-05-13 21:04:40,6
2021-05-14 01:45:40,5
2021-05-14 04:20:40,4
2021-05-14 08:26:40,5
2021-05-14 10:58:40,6
2021-05-14 12:42:40,5
2021-05-14 13:32:40,6
2021-05-14 13:49:40,5
2021-05-14 18:34:40,6
2021-05-14 21:06:40,5
2021-05-14 22:54:40,6
2021-05-15 01:53:40,5
2021-05-15 06:15:40,4
2021-05-15 07:02:40,3
2021-05-15 08:02:40,4
2021-05-15 12:45:40,5
2021-05-15 17:30:40,6
2021-05-15 20:16:40,5
2021-05-15 21:42:40,6
2021-05-16 00:04:40,5
2021-05-16 04:01:40,6
2021-05-16 09:01:40,5
2021-05-16 13:44:40,6
2021-05-16 15:57:40,5
2021-05-16 20:32:40,4
2021-05-16 21:05:40,5
2021-05-17 00:41:40,4
2021-05-17 00:51:40,5
2021-05-17 02:18:40,6
2021-05-17 04:18:40,5
2021-05-17 05:01:40,4
2021-05-17 07:23:40,5
2021-05-17 11:12:40,6
2021-05-17 12:50:40,5
2021-05-17 15:07:40,4
2021-05-17 18:05:40,5
2021-05-17 21:32:40,6
2021-05-18 01:03:40,5
2021-05-18 02:31:40,6
2021-05-18 02:50:40,5
2021-05-18 03:48:40,6
2021-05-18 06:23:40,5
2021-05-18 08:15:40,4
2021-05-18 08:47:40,5
2021-05-18 10:52:40,6
2021-05-18 12:05:40,5
2021-05-18 13:32:40,6
2021-05-18 14:46:40,5
2021-05-18 17:28:40,4
2021-05-18 17:36:40,3
2021-05-18 19:46:40,4
2021-05-18 22:42:40,5
2021-05-19 02:17:40,4
2021-05-19 04:35:40,5
2021-05-19 09:24:40,4
2021-05-19 11:11:40,5
2021-05-19 13:30:40,6
2021-05-19 18:17:40,5
2021-05-19 20:12:40,6
2021-05-19 23:24:40,5
2021-05-20 01:47:40,6
2021-05-20 03:11:40,5
2021-05-20 07:29:40,4
2021-05-20 09:25:40,5
2021-05-20 14:13:40,6
2021-05-20 18:12:40,5
2021-05-20 21:05:40,4
2021-05-20 22:39:40,3
2021-05-20 22:54:40,4
2021-05-21 01:21:40,3
2021-05-21 02:23:40,4
2021-05-21 07:04:40,5
2021-05-21 09:17:40,4
2021-05-21 12:35:40,3
2021-05-21 16:44:40,4
2021-05-21 20:45:40,5
2021-05-22 00:25:40,6
2021-05-22 01:57:40,5
2021-05-22 04:49:40,6
2021-05-22 09:37:40,5
2021-05-22 12:36:40,6
2021-05-22 14:04:40,5
2021-05-22 17:24:40,4
2021-05-22 21:25:40,5
2021-05-22 23:58:40,4
2021-05-23 00:02:40,5
2021-05-23 02:51:40,6
2021-05-23 07:33:40,5
2021-05-23 09:14:40,4
2021-05-23 10:49:40,5
2021-05-23 12:37:40,6
2021-05-23 17:31:40,5
2021-05-23 18:26:40,6
2021-05-23 20:05:40,5
2021-05-23 20:11:40,6
2021-05-23 23:30:40,5
2021-05-24 03:48:40,6
2021-05-24 05:28:40,5
2021-05-24 06:44:40,4
2021-05-24 08:44:40,5
2021-05-24 12:19:40,4
2021-05-24 15:33:40,3
2021-05-24 19:01:40,4
2021-05-24 21:32:40,3
2021-05-24 23:49:40,2
2021-05-25 03:12:40,1
2021-05-25 03:58:40,0
2021-05-25 07:08:40,1
2021-05-25 11:00:40,0
2021-05-25 15:22:40,1
2021-05-25 17:14:40,2
2021-05-25 21:11:40,1
2021-05-26 01:30:40,2
2021-05-26 02:47:40,3
2021-05-26 03:24:40,2
2021-05-26 06:27:40,1
2021-05-26 10:41:40,2
2021-05-26 11:49:40,1
2021-05-26 16:00:40,2
2021-05-26 20:48:40,3
2021-05-26 21:50:40,2
2021-05-27 00:03:40,1
2021-05-27 01:20:40,0
2021-05-27 06:20:40,1
2021-05-27 08:28:40,0
2021-05-27 12:44:40,1
2021-05-27 15:04:40,2
2021-05-27 19:04:40,1
2021-05-27 22:01:40,0
2021-05-28 01:53:40,1
2021-05-28 04:24:40,0
2021-05-28 06:26:40,1
2021-05-28 06:34:40,2
2021-05-28 11:10:40,3
2021-05-28 12:39:40,4
2021-05-28 16:10:40,3
2021-05-28 17:30:40,2
2021-05-28 20:30:40,3
2021-05-28 20:35:40,4
2021-05-28 21:24:40,5
2021-05-29 01:20:40,4
2021-05-29 05:36:40,5
2021-05-29 07:18:40,4
2021-05-29 09:35:40,3
2021-05-29 13:13:40,2
2021-05-29 15:29:40,3
2021-05-29 19:37:40,4
2021-05-30 00:12:40,5
2021-05-30 05:10:40,6
2021-05-30 09:49:40,5
2021-05-30 10:05:40,6
2021-05-30 14:25:40,5
2021-05-30 15:24:40,4
2021-05-30 19:45:40,5
2021-05-30 22:42:40,6
2021-05-31 03:03:40,5
2021-05-31 05:09:40,4
2021-05-31 06:58:40,5
2021-05-31 08:05:40,6
2021-05-31 10:18:40,5
2021-05-31 12:48:40,4
2021-05-31 17:13:40,5
2021-05-31 19:12:40,6
2021-05-31 22:45:40,5
2021-05-31 23:51:40,6
2021-06-01 01:44:40,5
2021-06-01 03:06:40,6
2021-06-01 07:36:40,5
2021-06-01 11:15:40,4
2021-06-01 13:50:40,5
2021-06-01 18:35:40,6
2021-06-01 23:29:40,5
2021-06-02 01:48:40,6
2021-06-02 06:30:40,5
2021-06-02 10:49:40,4
2021-06-02 13:22:40,5
2021-06-02 15:04:40,6
2021-06-02 15:28:40,5
2021-06-02 17:42:40,6
2021-06-02 21:18:40,5
2021-06-03 00:34:40,6
2021-06-03 05:00:40,5
2021-06-03 06:13:40,4
2021-06-03 06:49:40,5
2021-06-03 11:35:40,6
2021-06-03 12:08:40,5
2021-06-03 16:31:40,4
2021-06-03 18:09:40,5
2021-06-03 19:39:40,4
2021-06-03 22:51:40,3
2021-06-04 00:55:40,2
2021-06-04 04:54:40,3
2021-06-04 07:17:40,2
2021-06-04 08:44:40,1
2021-06-04 10:17:40,0
2021-06-04 11:07:40,1
2021-06-04 11:47:40,2
2021-06-04 16:14:40,3
2021-06-04 17:06:40,4
2021-06-04 17:36:40,5
2021-06-04 21:22:40,4
2021-06-05 00:49:40,5
2021-06-05 00:53:40,4
2021-06-05 03:17:40,5
2021-06-05 03:21:40,6
2021-06-05 03:24:40,5
2021-06-05 05:56:40,6
2021-06-05 10:29:40,5
2021-06-05 12:38:40,6
2021-06-05 16:56:40,5
2021-06-05 17:46:40,6
2021-06-05 22:33:40,5
2021-06-06 00:13:40,6
2021-06-06 01:13:40,5
2021-06-06 02:54:40,6
2021-06-06 03:24:40,5
2021-06-06 04:13:40,4
2021-06-06 07:46:40,5
2021-06-06 11:18:40,4
2021-06-06 12:12:40,5
2021-06-06 13:57:40,4
2021-06-06 15:15:40,5
2021-06-06 17:12:40,4
2021-06-06 17:31:40,3
2021-06-06 20:21:40,4
2021-06-07 00:05:40,3
2021-06-07 03:59:40,2
2021-06-07 04:12:40,3
2021-06-07 06:48:40,2
2021-06-07 07:59:40,1
2021-06-07 11:39:40,2
2021-06-07 12:48:40,3
2021-06-07 15:00:40,2
2021-06-07 17:34:40,1
2021-06-07 18:26:40,0
2021-06-07 21:27:40,1
2021-06-07 22:34:40,0
2021-06-08 02:03:40,1
2021-06-08 04:53:40,0
2021-06-08 06:08:40,1
2021-06-08 07:58:40,2
2021-06-08 12:40:40,1
2021-06-08 17:38:40,2
2021-06-08 21:55:40,3
2021-06-08 23:31:40,2
2021-06-09 03:02:40,3
2021-06-09 05:06:40,2
2021-06-09 09:33:40,1
2021-06-09 11:18:40,2
2021-06-09 12:11:40,1
2021-06-09 15:14:40,2
2021-06-09 17:28:40,1
2021-06-09 19:38:40,2
2021-06-09 22:01:40,1
2021-06-09 22:17:40,0
2021-06-10 02:57:40,1
2021-06-10 05:41:40,0
2021-06-10 06:20:40,1
2021-06-10 11:19:40,2
2021-06-10 15:53:40,1
2021-06-10 17:03:40,0
2021-06-10 18:22:40,1
2021-06-10 19:41:40,2
2021-06-10 22:47:40,3
2021-06-10 23:21:40,4
2021-06-11 01:34:40,3
2021-06-11 05:14:40,4
2021-06-11 06:25:40,3
2021-06-11 09:22:40,4
2021-06-11 13:34:40,5
2021-06-11 13:39:40,6
2021-06-11 16:38:40,5
2021-06-11 18:44:40,6
2021-06-11 21:33:40,5
2021-06-12 01:03:40,6
2021-06-12 02:01:40,5
2021-06-12 04:16:40,6
2021-06-12 07:31:40,5
2021-06-12 07:44:40,4
2021-06-12 12:33:40,5
2021-06-12 14:52:40,6
2021-06-12 14:56:40,5
2021-06-12 17:34:40,4
2021-06-12 20:40:40,5
2021-06-12 20:41:40,6
2021-06-13 00:12:40,5
2021-06-13 02:40:40,4
2021-06-13 06:29:40,5
2021-06-13 07:29:40,4
2021-06-13 09:22:40,5
2021-06-13 13:05:40,6
2021-06-13 17:00:40,5
2021-06-13 19:52:40,4
2021-06-13 23:54:40,5
2021-06-14 01:09:40,6
2021-06-14 04:47:40,5
2021-06-14 07:57:40,4
2021-06-14 10:16:40,3
2021-06-14 13:11:40,4
2021-06-14 15:19:40,3
2021-06-14 16:46:40,4
2021-06-14 19:02:40,5
2021-06-14 22:32:40,6
2021-06-15 00:51:40,5
2021-06-15 04:15:40,4
2021-06-15 05:38:40,5
2021-06-15 06:11:40,6
2021-06-15 06:56:40,5
2021-06-15 08:21:40,6
2021-06-15 12:33:40,5
2021-06-15 17:08:40,4
2021-06-15 18:15:40,5
2021-06-15 21:45:40,4
2021-06-15 23:09:40,3
2021-06-15 23:13:40,2
2021-06-15 23:19:40,3
2021-06-16 00:16:40,2
2021-06-16 01:51:40,1
2021-06-16 05:37:40,2
2021-06-16 09:49:40,1
2021-06-16 12:20:40,2
2021-06-16 14:03:40,3
2021-06-16 17:54:40,4
2021-06-16 20:31:40,5
2021-06-16 22:10:40,6
2021-06-17 00:46:40,5
2021-06-17 02:23:40,4
2021-06-17 04:28:40,3
2021-06-17 05:45:40,2
2021-06-17 09:36:40,1
2021-06-17 11:15:40,0
2021-06-17 13:35:40,1
2021-06-17 16:33:40,0
2021-06-17 19:38:40,1
2021-06-18 00:37:40,2
2021-06-18 01:38:40,3
2021-06-18 05:11:40,4
2021-06-18 08:44:40,5
2021-06-18 09:02:40,6
2021-06-18 09:54:40,5
2021-06-18 13:16:40,6
2021-06-18 16:03:40,5
2021-06-18 20:16:40,4
2021-06-19 00:05:40,3
2021-06-19 03:17:40,2
2021-06-19 06:40:40,1
2021-06-19 08:32:40,2
2021-06-19 10:02:40,3
2021-06-19 13:50:40,4
2021-06-19 17:17:40,3
2021-06-19 18:23:40,4
2021-06-19 19:17:40,3
2021-06-19 19:58:40,4
2021-06-19 21:15:40,3
2021-06-19 23:02:40,2
2021-06-20 00:43:40,3
2021-06-20 02:04:40,2
2021-06-20 04:33:40,1
2021-06-20 05:40:40,0
2021-06-20 06:44:40,1
2021-06-20 07:45:40,2
2021-06-20 11:58:40,1
2021-06-20 15:00:40,2
2021-06-20 15:36:40,3
2021-06-20 19:03:40,4
2021-06-20 19:51:40,3
2021-06-21 00:05:40,2
2021-06-21 01:48:40,1
2021-06-21 06:36:40,0
2021-06-21 07:54:40,1
2021-06-21 11:07:40,0
2021-06-21 12:35:40,1
2021-06-21 14:51:40,0
2021-06-21 17:01:40,1
2021-06-21 19:07:40,0
2021-06-21 19:30:40,1
2021-06-21 21:07:40,2
2021-06-21 21:52:40,1
2021-06-21 22:49:40,0
2021-06-21 23:54:40,1
2021-06-22 04:32:40,2
2021-06-22 07:21:40,3
2021-06-22 08:06:40,4
2021-06-22 11:17:40,5
2021-06-22 15:55:40,6
2021-06-22 17:41:40,5
2021-06-22 21:59:40,4
2021-06-23 02:28:40,3
2021-06-23 05:33:40,2
2021-06-23 06:53:40,1
2021-06-23 09:02:40,0
2021-06-23 13:46:40,1
2021-06-23 18:00:40,2
2021-06-23 20:28:40,3
2021-06-23 21:23:40,2
2021-06-24 00:04:40,1
2021-06-24 01:35:40,0
2021-06-24 04:23:40,1
2021-06-24 07:50:40,2
2021-06-24 07:53:40,3
2021-06-24 09:23:40,2
2021-06-24 12:17:40,1
2021-06-24 14:50:40,2
2021-06-24 18:23:40,3
2021-06-24 18:27:40,4
2021-06-24 22:15:40,5
2021-06-25 00:39:40,4
2021-06-25 03:19:40,3
2021-06-25 05:46:40,2
2021-06-25 07:35:40,3
2021-06-25 09:09:40,4
2021-06-25 10:35:40,5
2021-06-25 15:27:40,4
2021-06-25 15:44:40,3
2021-06-25 17:31:40,2
2021-06-25 20:55:40,1
2021-06-25 21:26:40,2
2021-06-25 22:54:40,3
2021-06-25 23:57:40,2
2021-06-26 04:40:40,1
2021-06-26 05:53:40,0
2021-06-26 10:13:40,1
2021-06-26 14:02:40,2
2021-06-26 17:33:40,3
2021-06-26 21:54:40,4
2021-06-27 02:37:40,5
2021-06-27 05:08:40,4
2021-06-27 08:46:40,5
2021-06-27 12:54:40,6
2021-06-27 16:57:40,5
2021-06-27 17:09:40,6
2021-06-27 18:18:40,5
2021-06-27 22:46:40,4
2021-06-28 03:11:40,3
2021-06-28 07:05:40,4
2021-06-28 10:34:40,5
2021-06-28 12:07:40,6
2021-06-28 15:34:40,5
2021-06-28 16:57:40,6
2021-06-28 21:51:40,5
2021-06-28 21:56:40,6
2021-06-28 23:35:40,5
2021-06-29 04:08:40,6
2021-06-29 07:59:40,5
2021-06-29 11:44:40,4
2021-06-29 14:38:40,5
2021-06-29 14:54:40,6
2021-06-29 19:37:40,5
2021-06-29 22:19:40,4
2021-06-30 00:28:40,3
2021-06-30 05:17:40,2
2021-06-30 06:31:40,3
2021-06-30 10:02:40,4
2021-06-30 14:23:40,5
2021-06-30 16:53:40,6
2021-06-30 19:18:40,5
2021-06-30 20:24:40,6
2021-07-01 00:54:40,5
2021-07-01 03:37:40,6
2021-07-01 05:30:40,5
2021-07-01 06:41:40,4
2021-07-01 09:44:40,3
2021-07-01 10:59:40,4
2021-07-01 12:50:40,5
2021-07-01 13:58:40,4
2021-07-01 15:44:40,5
2021-07-01 19:13:40,4
2021-07-01 23:08:40,5
2021-07-02 02:33:40,4
2021-07-02 04:37:40,3
2021-07-02 05:54:40,4
2021-07-02 09:34:40,3
2021-07-02 11:18:40,2
2021-07-02 14:23:40,1
2021-07-02 15:17:40,2
2021-07-02 17:30:40,1
2021-07-02 20:50:40,0
2021-07-02 22:18:40,1
2021-07-02 23:04:40,0
2021-07-03 03:03:40,1
2021-07-03 07:12:40,2
2021-07-03 07:27:40,1
2021-07-03 11:01:40,0
2021-07-03 13:26:40,1
2021-07-03 15:37:40,0
2021-07-03 17:07:40,1
2021-07-03 17:59:40,2
2021-07-03 19:21:40,3
2021-07-03 22:01:40,4
2021-07-04 02:28:40,5
2021-07-04 07:06:40,4
2021-07-04 09:16:40,5
2021-07-04 11:32:40,6
2021-07-04 15:27:40,5
2021-07-04 16:25:40,6
2021-07-04 17:22:40,5
2021-07-04 18:08:40,6
2021-07-04 20:30:40,5
2021-07-05 00:13:40,4
2021-07-05 03:31:40,3
2021-07-05 05:12:40,2
2021-07-05 05:33:40,1
2021-07-05 07:06:40,0
2021-07-05 08:01:40,1
2021-07-05 09:26:40,2
2021-07-05 10:01:40,1
2021-07-05 14:48:40,2
2021-07-05 16:18:40,3
2021-07-05 20:07:40,2
2021-07-06 00:46:40,1
2021-07-06 01:41:40,0
2021-07-06 02:36:40,1
2021-07-06 07:28:40,2
2021-07-06 10:06:40,3
2021-07-06 13:04:40,4
2021-07-06 17:56:40,5
2021-07-06 22:49:40,6
2021-07-06 23:53:40,5
2021-07-07 00:06:40,4
2021-07-07 00:48:40,3
2021-07-07 01:32:40,2
2021-07-07 05:20:40,1
2021-07-07 05:47:40,0
2021-07-07 09:40:40,1
2021-07-07 12:17:40,2
2021-07-07 13:40:40,1
2021-07-07 14:26:40,2
2021-07-07 17:58:40,1
2021-07-07 22:38:40,0
2021-07-08 02:27:40,1
2021-07-08 07:13:40,2
2021-07-08 11:30:40,3
2021-07-08 16:15:40,2
2021-07-08 20:35:40,3
2021-07-08 23:45:40,4
2021-07-09 03:31:40,3
2021-07-09 05:31:40,4
2021-07-09 05:44:40,5
2021-07-09 10:41:40,6
2021-07-09 14:40:40,5
2021-07-09 15:11:40,6
2021-07-09 17:27:40,5
2021-07-09 20:06:40,6
2021-07-10 01:02:40,5
2021-07-10 05:21:40,6
2021-07-10 07:30:40,5
2021-07-10 10:05:40,4
2021-07-10 12:05:40,3
2021-07-10 12:11:40,4
2021-07-10 15:11:40,5
2021-07-10 15:38:40,6
2021-07-10 19:37:40,5
2021-07-10 23:02:40,6
2021-07-11 00:24:40,5
2021-07-11 02:42:40,6
2021-07-11 06:54:40,5
2021-07-11 09:08:40,4
2021-07-11 09:26:40,3
2021-07-11 13:35:40,4
2021-07-11 18:03:40,3
2021-07-11 22:00:40,4
2021-07-11 22:01:40,3
2021-07-12 00:23:40,4
2021-07-12 02:27:40,3
2021-07-12 05:54:40,4
2021-07-12 06:05:40,5
2021-07-12 10:11:40,4
2021-07-12 11:30:40,3
2021-07-12 12:16:40,4
2021-07-12 16:41:40,3
2021-07-12 21:16:40,4
2021-07-13 00:33:40,3
2021-07-13 04:28:40,2
2021-07-13 08:40:40,3
2021-07-13 11:59:40,2
2021-07-13 12:15:40,1
2021-07-13 15:49:40,0
2021-07-13 16:52:40,1
2021-07-13 19:00:40,0
2021-07-13 21:39:40,1
2021-07-13 23:48:40,0
2021-07-14 03:53:40,1
2021-07-14 07:14:40,2
2021-07-14 07:50:40,1
2021-07-14 07:51:40,2
2021-07-14 11:09:40,1
2021-07-14 14:14:40,0
2021-07-14 19:09:40,1
2021-07-14 21:57:40,0
2021-07-14 22:30:40,1
2021-07-14 22:36:40,2
2021-07-15 02:11:40,3
2021-07-15 03:41:40,2
2021-07-15 03:49:40,1
2021-07-15 06:57:40,0
2021-07-15 10:18:40,1
2021-07-15 13:53:40,0
2021-07-15 13:59:40,1
2021-07-15 14:34:40,0
2021-07-15 17:25:40,1
2021-07-15 20:12:40,0
2021-07-15 21:59:40,1
2021-07-16 02:04:40,0
2021-07-16 05:55:40,1
2021-07-16 08:18:40,0
2021-07-16 09:50:40,1
2021-07-16 12:47:40,0
2021-07-16 14:13:40,1
2021-07-16 18:06:40,2
2021-07-16 20:48:40,3
2021-07-17 01:39:40,2
2021-07-17 03:29:40,3
2021-07-17 07:36:40,4
2021-07-17 07:48:40,3
2021-07-17 10:13:40,2
2021-07-17 11:22:40,1
2021-07-17 13:23:40,2
2021-07-17 15:17:40,1
2021-07-17 17:59:40,2
2021-07-17 21:10:40,1
2021-07-17 23:18:40,2
2021-07-18 04:15:40,1
2021-07-18 05:49:40,0
2021-07-18 07:38:40,1
2021-07-18 12:03:40,0
2021-07-18 14:58:40,1
2021-07-18 16:19:40,2
2021-07-18 20:45:40,3
2021-07-19 00:02:40,2
2021-07-19 02:59:40,1
2021-07-19 05:42:40,0
2021-07-19 08:40:40,1
2021-07-19 11:12:40,0
2021-07-19 11:26:40,1
2021-07-19 13:16:40,2
2021-07-19 14:35:40,1
2021-07-19 15:50:40,2
2021-07-19 20:28:40,1
2021-07-19 23:25:40,0
2021-07-19 23:59:40,1
2021-07-20 03:17:40,2
2021-07-20 04:14:40,1
2021-07-20 05:51:40,2
2021-07-20 07:00:40,3
2021-07-20 11:46:40,2
2021-07-20 14:28:40,1
2021-07-20 17:33:40,0
2021-07-20 20:24:40,1
2021-07-20 22:26:40,2
2021-07-21 02:12:40,3
2021-07-21 02:13:40,4
2021-07-21 05:52:40,5
2021-07-21 08:46:40,6
2021-07-21 12:43:40,5
2021-07-21 17:18:40,4
2021-07-21 18:38:40,5
2021-07-21 21:26:40,6
2021-07-22 00:05:40,5
2021-07-22 03:04:40,6
2021-07-22 05:38:40,5
2021-07-22 10:11:40,4
2021-07-22 14:44:40,3
2021-07-22 16:18:40,4
2021-07-22 17:16:40,3
2021-07-22 20:00:40,4
2021-07-23 00:20:40,3
2021-07-23 04:36:40,2
2021-07-23 07:55:40,3
2021-07-23 12:54:40,4
2021-07-23 15:45:40,5
2021-07-23 19:47:40,6
2021-07-23 20:29:40,5
2021-07-24 00:26:40,4
2021-07-24 02:32:40,5
2021-07-24 05:47:40,4
2021-07-24 09:30:40,3
2021-07-24 12:45:40,4
2021-07-24 17:31:40,3
2021-07-24 22:11:40,4
2021-07-25 01:47:40,3
2021-07-25 04:21:40,4
2021-07-25 08:46:40,3
2021-07-25 13:23:40,4
2021-07-25 17:53:40,3
2021-07-25 18:54:40,4
2021-07-25 20:51:40,3
2021-07-25 22:23:40,4
2021-07-26 02:25:40,3
2021-07-26 06:22:40,2
2021-07-26 09:28:40,1
2021-07-26 10:47:40,0
2021-07-26 15:21:40,1
2021-07-26 17:36:40,2
2021-07-26 21:06:40,1
2021-07-26 22:30:40,0
2021-07-27 01:18:40,1
2021-07-27 04:50:40,2
2021-07-27 07:00:40,1
2021-07-27 10:11:40,2
2021-07-27 14:06:40,1
2021-07-27 16:54:40,2
2021-07-27 18:30:40,3
2021-07-27 19:27:40,4
2021-07-27 22:50:40,5
2021-07-28 02:14:40,4
2021-07-28 04:38:40,3
2021-07-28 04:53:40,4
2021-07-28 05:32:40,3
2021-07-28 09:23:40,4
2021-07-28 13:19:40,3
2021-07-28 13:41:40,4
2021-07-28 16:12:40,3
2021-07-28 18:46:40,2
2021-07-28 21:20:40,1
2021-07-28 23:04:40,2
2021-07-29 01:10:40,1
2021-07-29 03:09:40,0
2021-07-29 03:40:40,1
2021-07-29 06:33:40,2
2021-07-29 07:21:40,1
2021-07-29 07:24:40,0
2021-07-29 11:09:40,1
2021-07-29 15:46:40,2
2021-07-29 15:47:40,3
